GENE	Sample1
C10orf54	399
C10orf55	54
TMEM254	1188
FAM213A	1076
C10orf62	2
C10orf67	114
CCDC7	987
C10orf71	41
VSTM4	701
C10orf76	591
SFR1	271
CFAP43	202
PLEKHS1	1699
C10orf82	136
FAM204A	588
C10orf88	320
C10orf90	1
CCDC172	4
C10orf99	0
TMEM258	155
C11orf16	47
AKIP1	500
C11orf1	54
C11orf21	12
C11orf24	280
VPS51	669
EMSY	7400
C11orf31	429
PLET1	18
LMNTD2	105
MRGPRG-AS1	0
C11orf40	0
KIAA1549L	60
C11orf42	19
C11orf45	15
ARL14EP	529
LBHD1	120
C11orf49	166
ANAPC15	769
C11orf52	109
C11orf53	0
C11orf54	601
C11orf57	892
C11orf58	3269
LAMTOR1	484
MSANTD2	365
C11orf63	225
LINC00301	0
C11orf65	86
PPP1R32	37
AAMDC	1081
C11orf68	185
C11orf70	23
C11orf71	62
C11orf73	222
C11orf74	3433
SMCO4	127
C11orf80	5913
DDIAS	80
UQCC3	81
C11orf84	311
C11orf85	0
C11orf86	0
C11orf87	0
C11orf88	104
VSTM5	0
COLCA2	6
C11orf94	0
C11orf95	265
MYRF	67
C12orf10	238
ASUN	382
CCER1	0
TMEM263	2934
FAM216A	316
METTL25	194
HNF1A-AS1	370
C12orf29	476
RHNO1	314
FAM222A	182
KIAA1551	3740
SPX	1
C12orf40	290
KANSL2	678
C12orf42	5
C12orf43	334
ATG101	473
C12orf45	70
MAPKAPK5-AS1	223
PARPBP	233
C12orf49	1235
C12orf4	634
C12orf50	1363
HECTD4	5175
RITA1	347
PIANP	5
C12orf54	3
C12orf56	38
C12orf57	1295
TMEM52B	80
TIGAR	1166
C12orf60	38
COX14	169
C12orf65	564
C12orf66	259
CCDC184	6
SMCO3	20
SMCO2	4
C12orf71	24
METTL20	255
C12orf73	120
C12orf74	154
C12orf75	55
C12orf76	195
RGCC	305
TEX29	2
KIAA0226L	87
SPRYD7	807
PROSER1	740
TEX26	0
TEX30	112
SPACA7	0
LINC00346	1622
FAM216B	69
LACC1	242
MEDAG	376
BORA	220
SERTM1	1
MZT1	371
CCDC169	53
METTL21C	7
TMEM260	1150
NRDE2	512
DNAAF2	308
C14orf105	87
MIS18BP1	1022
TMEM251	159
VRTN	31
GPATCH2L	1499
C14orf119	632
DTD2	804
GSKIP	461
PCNXL4	1510
VCPKMT	253
C14orf142	90
EFCAB11	193
CEP128	435
SPTSSA	1959
NOXRED1	58
L3HYPDH	621
APOPT1	342
SLIRP	190
C14orf159	920
CCDC177	2
LRRC74A	3
C14orf166	997
DHRS4-AS1	1043
C14orf169	348
SAMD15	137
TMEM253	5
C14orf177	0
C14orf178	45
IFT43	224
C14orf180	10
LINC01588	518
C14orf1	244
NOP9	584
LINC01551	107
C14orf28	156
C14orf2	519
KTN1-AS1	430
C14orf37	54
C14orf39	0
ELMSAN1	2555
BBOF1	712
LINC00521	6
SYNE3	405
IRF2BPL	1802
PPP1R36	24
LINC00238	7
LINC01550	338
SLC25A47	0
LINC00523	0
LINC00239	2
EXOC3L4	39
C14orf79	458
C14orf80	159
FAM181A-AS1	0
C14orf93	140
FAM219B	1056
KNSTRN	222
EMC7	321
CFAP161	122
TMEM266	443
KATNBL1	1299
NPAP1	566
FAM227B	100
HEXA-AS1	114
ARPIN	614
C15orf39	454
C15orf40	542
C15orf41	63
TICRR	195
C15orf43	0
VWA9	726
C15orf48	456
DNM1P46	155
C15orf52	477
C15orf53	0
NUTM1	2
C15orf57	463
GDPGP1	84
C15orf59	17
REC114	8
C15orf61	50
C15orf62	93
HYPK	473
PRR35	0
C16orf13	294
TSR3	391
C16orf45	285
C16orf46	59
ENKD1	98
C16orf52	1389
PAGR1	938
C16orf54	219
SPATA33	318
USB1	258
C16orf58	2122
C16orf59	61
CDIP1	186
CMC2	125
C16orf62	1004
FOPNL	1062
METTL22	802
C16orf70	492
C16orf71	171
C16orf72	1713
MEIOB	10
C16orf74	21
RMI2	43
C16orf78	0
BRICD5	69
VPS9D1	154
CFAP20	132
LINC00304	10
C16orf86	10
C16orf87	48
KNOP1	584
C16orf89	121
C16orf90	2
C16orf91	101
C16orf92	0
CCDC189	102
C17orf100	79
OGFOD3	229
NATD1	458
MEIOC	281
C17orf105	0
TEN1	114
C17orf107	238
LYRM9	205
HID1	2079
MIEN1	394
GID4	416
TEFM	328
LINC00324	31
SPATA32	46
C17orf47	15
ADPRM	201
C17orf49	233
C17orf50	0
C17orf51	178
C17orf53	37
ENTHD2	283
EFCAB13	827
C17orf58	218
BORCS6	201
MILR1	92
TMEM256	135
C17orf62	2215
FAM222B	329
C17orf64	0
ASB16-AS1	338
HEATR9	29
C17orf67	135
CTC1	1583
CRHR1-IT1	814
FAAP100	496
SMG8	476
PRR29	177
C17orf74	0
C17orf75	276
LRRC75A	143
C17orf78	56
COPRS	273
C17orf80	525
ELP5	271
NCBP3	1505
SNHG20	401
SCIMP	681
FAM215A	44
C17orf89	140
OXLD1	280
MIR22HG	120
PRAC2	3
METTL23	229
C17orf96	63
C17orf97	95
C17orf98	2
C17orf99	148
TPGS2	475
FAM210A	619
LDLRAD4	1337
LINC00305	0
C18orf21	175
RBFA	468
C18orf25	1278
DYNAP	194
C18orf32	503
CCDC178	14
TMEM241	1457
C18orf54	156
TIMM21	283
SMIM21	8
C18orf8	453
MYDGF	694
C19orf12	458
C19orf18	26
TPGS1	103
MISP	800
R3HDM4	772
C19orf24	263
C19orf25	410
CBARP	1
MFSD12	587
CACTIN	459
URI1	1677
MIR7-3HG	8
C19orf33	142
CSNK1G2-AS1	17
C19orf35	113
IZUMO4	46
C19orf38	7
SWSAP1	348
FAAP24	198
IZUMO2	0
SMIM7	982
C19orf43	578
C19orf44	409
C19orf45	0
SYNE4	300
C19orf47	165
C19orf48	442
KXD1	906
DNAAF3	169
C19orf52	225
C19orf53	233
C19orf54	359
PROSER3	407
WDR83OS	500
C19orf57	36
MCEMP1	4
C19orf60	852
SMG9	571
BABAM1	740
EMC10	751
C19orf66	704
ERICH4	13
TMEM259	1419
C19orf70	312
C19orf71	64
C19orf73	9
SIGLECL1	0
ADM5	22
SMIM24	0
C1D	521
C1GALT1C1	351
C1GALT1	378
C1QA	403
C1QBP	639
C1QB	695
C1QC	586
C1QL1	2
C1QL2	5
C1QL3	30
C1QL4	0
C1QTNF1	1137
C1QTNF2	327
C1QTNF3	1257
C1QTNF4	12
C1QTNF6	710
C1QTNF7	103
C1QTNF8	2
C1QTNF9B	40
C1QTNF9	40
C1RL	1992
C1R	7032
C1S	9810
C1orf100	5
C1orf101	134
LRIF1	666
C1orf105	6
C1orf106	1242
DIEXF	1216
C1orf109	392
CCDC190	5
C1orf111	102
C1orf112	1424
SH3D21	999
CCDC181	67
C1orf115	1595
C1orf116	142
C1orf122	570
C1orf123	238
SPRTN	611
AXDND1	16
TMEM51-AS1	552
C1orf127	1
PITHD1	610
MROH9	49
NCMAP	310
C1orf131	655
AUNIP	104
C1orf141	60
SZRD1	1722
C1orf146	0
SHCBP1L	1
GCSAML	115
MINOS1	857
PFN1P2	1337
METTL18	276
C1orf158	5
C1orf159	183
MAB21L3	1206
C1orf162	78
COA7	163
C1orf168	80
PERM1	35
KDF1	297
ERICH3	37
C1orf174	460
MROH7	27
LEXM	3
LINC01555	29
TSACC	38
FAM212B	235
C1orf185	0
C1orf186	123
DRAXIN	5
C1orf189	5
LURAP1	130
CFAP126	190
C1orf194	10
C1orf198	4260
PIK3CD-AS1	7
STPG1	260
ATP1A1-AS1	179
C1orf204	127
C1orf210	221
SMIM12	785
C1orf216	343
C1orf21	3164
C1orf220	188
TEX38	2
C1orf226	1821
SPATA45	4
C1orf228	61
RIIAD1	3
TRMT1L	810
SWT1	828
C1orf27	2587
COA6	115
C1orf35	286
THEMIS2	153
C1orf43	3289
TEX35	198
C1orf50	80
CIART	38
C1orf52	268
C1orf53	8
C1orf54	26
SDE2	1333
C1orf56	256
NTPCR	404
BROX	1393
HENMT1	34
C1orf61	184
RSRP1	1780
C1orf64	429
CCDC185	1
RRNAD1	715
C1orf68	0
IBA57	1130
TMEM240	5
C1orf74	96
CHTOP	3369
TCEANC2	446
GLMP	578
FAAP20	280
C1orf87	0
PIFO	65
RSG1	105
TMEM234	222
LRRC71	30
FAM213B	457
C1orf94	0
C1orf95	607
CCSAP	1493
SUCO	6226
LAMP5	23
FAM209A	3
FAM209B	3
FAM210B	1435
OSER1	458
NOL4L	537
BPIFB1	202
SOGA1	1883
TLDC2	68
GID8	1213
OCSTAMP	1
DZANK1	551
MROH8	29
ACTL10	53
ABHD16B	56
C20orf141	1
C20orf144	3
RBBP8NL	99
CNBD2	5
CCM2L	64
SPATA25	18
C20orf173	3
FAM217B	708
BPIFB3	0
BPIFB4	0
NCOR1P1	11
C20orf194	1028
C20orf195	8
C20orf196	36
ZFAS1	547
LKAAEAR1	10
C20orf202	1
MRGBP	192
C20orf24	491
CFAP61	87
C20orf27	188
AP5S1	272
TMEM230	1097
APMAP	1493
RTFDC1	839
TMEM74B	31
AAR2	682
SLC52A3	470
LINC00261	133
BPIFA2	0
BPIFA3	0
MGME1	479
SCP2D1	0
NDUFAF5	187
C20orf85	18
SLX4IP	292
C20orf96	218
URB1-AS1	46
ZNF295-AS1	83
SSR4P1	33
LINC00319	10
UMODL1-AS1	1
LINC00479	0
LINC00323	12
LINC00320	9
TSPEAR	9
C21orf2	421
C21orf33	848
MIR99AHG	138
MIS18A	145
LINC01548	0
SPATC1L	51
YBEY	153
C21orf58	271
C21orf59	472
C21orf62	623
EVA1C	624
LINC01547	56
FAM207A	199
MAP3K7CL	85
ANKRD20A11P	1959
LINC00310	158
LINC00313	5
B3GALT5-AS1	53
C21orf91	570
LINC00314	50
GUCD1	2710
C22orf15	6
C22orf23	40
TANGO2	560
PRR34	91
MORC2-AS1	500
RTCB	946
C22orf29	891
PRR14L	3724
C22orf31	3
SMDT1	219
TEX33	0
C22orf34	722
LRRC75B	517
C22orf39	1206
CDPF1	107
SYCE3	2
C22orf42	1
DRICH1	17
ADORA2A-AS1	19
C22orf46	336
KIAA0930	1875
C2CD2L	239
C2CD2	660
C2CD3	2405
C2CD4A	2710
C2CD4B	252
C2CD4C	19
C2CD4D	57
CYP4F30P	147
C2orf15	155
C2orf16	84
SLC35F6	3111
CNPPD1	474
ATRAID	917
CNOT11	507
CAMKMT	149
DRC1	3
GCFC2	1410
C2orf40	2
C2orf42	306
LDAH	281
C2orf44	251
C2orf47	167
C2orf49	127
C2orf50	283
TEX37	0
LINC00471	158
PRR30	0
C2orf54	120
KIAA1211L	221
NDUFAF7	581
C2orf57	1
CYP1B1-AS1	68
TYW5	1549
C2orf61	32
CATIP	20
CLHC1	635
COA5	279
M1AP	49
C2orf66	1
KANSL1L	1243
C2orf68	1248
C2orf69	549
C2orf70	13
C2orf71	0
C2orf72	1288
C2orf73	33
C2orf74	92
C2orf76	67
CCDC173	1399
C2orf78	0
PTRHD1	90
PRADC1	282
C2orf80	0
C2orf81	97
C2orf82	28
C2orf83	127
FAM228A	18
RTP5	3
WDPCP	759
C2orf88	321
TRABD2A	125
C2	472
C3AR1	67
BRK1	1208
C3orf14	292
MAATS1	329
ANKUB1	47
C3orf17	954
C3orf18	42
CCDC174	518
TIMMDC1	822
C3orf20	2
XXYLT1	185
C3orf22	0
TCAIM	762
FANCD2OS	1
CMSS1	559
LINC01565	66
C3orf30	11
TAMM41	404
SSUH2	177
C3orf33	267
CEP19	250
C3orf36	3
HMCES	455
C3orf38	466
POMGNT2	182
LINC00852	68
SMCO1	5
LSMEM2	14
PP2D1	31
ERC2-IT1	52
C3orf52	936
FAM212A	12
PQLC2L	4
SPTSSB	17
C3orf58	482
MB21D2	224
C3orf62	902
FAM208A	5165
EOGT	572
IGF2BP2-AS1	71
LINC00488	72
C3orf67	278
C3orf70	1059
ARIH2OS	92
FOXL2NB	476
ELP6	391
TOPAZ1	0
C3	29200
C4A	54753
C4BPA	21
C4BPB	448
NOP14-AS1	402
LINC00575	18
WDFY3-AS2	17
NOA1	384
C4orf17	10
C4orf19	141
ZGRF1	421
C4orf22	11
TRMT44	577
C4orf26	26
C4orf27	263
ABHD18	518
NDNF	25
C4orf32	972
C4orf33	184
SMIM14	4189
CABS1	0
C4orf36	29
STPG2	40
WWC2-AS2	18
FAM218A	63
C4orf3	1608
PRR27	191
TRAPPC11	1756
TMA16	467
MSANTD1	22
C4orf45	5
C4orf46	511
C4orf47	34
C4orf48	26
MGARP	12
C4orf51	0
SMIM20	127
LINC01587	2
FDCSP	3
C5AR1	188
NREP	848
C5orf15	1294
DCANP1	0
C5orf22	1050
C5orf24	2707
SIMC1	461
C5orf28	843
C5orf30	633
CYSTM1	378
NADK2	1777
C5orf34	145
SETD9	126
KIAA0825	1840
C5orf38	221
ANXA2R	67
FNDC9	16
CREBRF	2204
C5orf42	5386
SMIM15	1252
TRAPPC13	1050
C5orf45	393
C5orf46	5
C5orf47	3
TEX43	0
C5orf49	49
FAXDC2	206
C5orf51	1573
C5orf52	0
IGIP	1263
ZBED8	662
C5orf58	25
SMIM3	402
C5	672
ADGB	1056
ADTRP	85
C6orf106	2268
DNPH1	104
C6orf10	7
ABRACL	164
C6orf118	20
C6orf120	1097
LINC00242	8
LINC01558	61
MLLT4-AS1	45
UQCC2	435
CLPSL2	11
CLPSL1	18
CCDC167	93
OARD1	251
C6orf132	692
ATAT1	296
C6orf136	76
PTCHD4	93
C6orf141	162
MLIP	9
PXDC1	913
FAM217A	6
MB21D1	84
RRP36	568
LRRC73	32
C6orf15	0
SMIM8	367
C6orf163	220
CFAP206	150
MMS22L	800
FAXC	668
TBC1D32	1178
SOGA3	368
LINC00473	587
CEP57L1	651
METTL24	40
TMEM244	1
SLC18B1	321
LINC01600	5
C6orf1	165
C6orf201	120
C6orf203	102
CEP85L	406
LINC00574	125
ARMT1	1182
LINC00271	151
KHDC3L	0
C6orf222	0
C6orf223	4
FAM229B	256
C6orf226	16
LINC00336	98
C6orf25	7
SAPCD1	49
VWA7	82
TMEM242	245
LINC00240	645
C6orf47	598
C6orf48	544
C6orf52	9
SDHAF4	84
C6orf58	0
AGPAT4-IT1	26
C6orf62	3533
SAYSD1	577
ERMARD	682
GINM1	471
ARMC12	9
C6orf89	2676
ZC2HC1B	2
CCDC170	1216
C6	162
SUGCT	34
MPLKIP	301
LINC01006	215
PPP1R17	1
TMEM243	257
C7orf25	293
C7orf26	271
BRAT1	548
CCZ1	1245
CCZ1B	1325
ZBED6CL	109
MALSU1	161
C7orf31	22
C7orf33	0
C7orf34	0
YAE1D1	151
MTURN	1290
TMEM248	2786
C7orf43	294
COA1	2434
SSMEM1	0
FAM221A	1296
PPP1R35	176
C7orf49	677
LINC00244	7
C7orf50	303
NYAP1	0
NAT16	18
LSMEM1	201
SND1-IT1	273
C7orf55	36
C7orf57	22
CPED1	353
LAMTOR4	410
C7orf60	375
C7orf61	3
CFAP69	867
RBM48	555
HILPDA	3281
FAM220A	177
C7orf72	0
C7	35975
C8A	5
C8B	9
C8G	13
TMEM249	2
FAM167A-AS1	326
C8orf22	0
HGH1	387
C8orf33	1315
C8orf34	150
C8orf37	224
NDUFAF6	571
RBM12B-AS1	104
SMIM19	351
TTI2	317
TDRP	634
C8orf44	292
MCMDC2	246
C8orf46	52
ERICH5	1
C8orf48	68
C8orf4	1014
RHPN1-AS1	119
THEM6	596
BAALC-AS2	0
C8orf58	123
C8orf59	316
LINC00588	0
MROH6	24
C8orf74	0
LINC00589	28
C8orf76	293
ZNF252P-AS1	488
KIAA1456	5104
NUGGC	579
TRIQK	1270
SBSPON	346
AARD	95
C8orf86	125
ARHGEF39	504
ERCC6L2	1325
IDNK	146
FAM225A	96
FAM225B	32
C9orf114	353
C9orf116	31
CFAP157	97
SWI5	165
EQTN	2
TMEM261	433
TMEM246	28
FAM221B	82
C9orf129	0
LINC00476	1156
C9orf131	97
C9orf135	3
SAPCD2	351
C9orf142	258
FAM205A	73
LURAP1L	569
C9orf152	707
C9orf153	16
TRMO	236
TOR4A	142
CYSRT1	8
C9orf16	429
CFAP77	16
C9orf172	35
C9orf173	17
AAED1	170
RPP25L	97
C9orf24	6
FAM219A	264
MSANTD3	168
ARRDC1-AS1	194
C9orf3	1061
C9orf40	114
CARNMT1	560
C9orf43	25
MIR600HG	291
PLGRKT	278
C9orf47	72
FRRS1L	0
C9orf50	9
C9orf57	82
TMEM245	3607
C9orf64	421
C9orf66	281
SPATA6L	1235
C9orf69	512
FAM206A	317
GLIS3-AS1	6
TMEM252	0
C9orf72	690
C9orf78	1399
SPATA31E1	2
CACFD1	889
INIP	639
CAAP1	489
C9orf84	630
C9orf85	666
RABL6	1792
CARD19	416
C9orf91	3506
CCDC171	793
NMRK1	423
STKLD1	110
AK8	473
C9orf9	613
C9	2
CA10	2
CA11	10
CA12	10307
CA13	461
CA14	273
CA1	30
CA2	154
CA3	15
CA4	3
CA5A	2
CA5BP1	524
CA5B	1619
CA6	2
CA7	0
CA8	1016
CA9	0
CAB39L	571
CAB39	2708
ADCK3	905
CABIN1	2846
CABLES1	821
CABLES2	198
CABP1	8
CABP2	0
CABP4	316
CABP5	6
CABP7	9
CABYR	440
CACHD1	479
CACNA1A	40
CACNA1B	42
CACNA1C	381
CACNA1D	1927
CACNA1E	9
CACNA1F	101
CACNA1G	69
CACNA1H	72
CACNA1I	130
CACNA1S	0
CACNA2D1	303
CACNA2D2	329
CACNA2D3	153
CACNA2D4	17
CACNB1	56
CACNB2	258
CACNB3	269
CACNB4	1022
CACNG1	1
CACNG2	13
CACNG3	3
CACNG4	105
CACNG5	0
CACNG6	2
CACNG7	0
CACNG8	0
CACYBP	1883
CADM1	352
CADM2	14
CADM3	56
CADM4	888
CADPS2	5591
CADPS	5
CAD	1409
CAGE1	50
CALB1	96
CALB2	11
CALCA	2
CALCB	10
CALCOCO1	1148
CALCOCO2	1867
CALCRL	1754
CALCR	2
CALD1	3903
CALHM1	29
CALHM2	245
CALHM3	0
CALM1	10155
CALM3	1347
CALML3	3
CALML4	398
CALML5	3
CALML6	1
CALN1	166
CALR3	2
CALR	4293
CALU	3440
CALY	1
CAMK1D	363
CAMK1G	0
CAMK1	227
CAMK2A	90
CAMK2B	32
CAMK2D	1941
CAMK2G	929
CAMK2N1	504
CAMK2N2	4
CAMK4	24
CAMKK1	199
CAMKK2	2331
CAMKV	0
CAMLG	716
CAMP	18
CAMSAP2	3731
CAMSAP1	1278
CAMTA1	702
CAMTA2	553
CAND1	5374
CAND2	49
CANT1	3287
CANX	20941
CAP1	3590
CAP2	451
CAPG	166
CAPN10	350
CAPN11	7
CAPN12	88
CAPN13	3950
CAPN14	16
CAPN1	807
CAPN2	5002
CAPN3	401
CAPN5	244
CAPN6	4
CAPN7	2557
CAPN8	3652
CAPN9	1135
CAPNS1	1243
CAPNS2	4
CAPRIN1	7167
CAPRIN2	805
CAPS2	272
CAPSL	36
CAPS	427
CAPZA1	3120
CAPZA2	1953
CAPZA3	3
CAPZB	1321
CARD10	295
CARD11	104
CARD14	1296
CARD16	30
CARD17	0
CARD18	0
CARD6	382
CARD8	1396
CARD9	31
CARHSP1	942
CARKD	1493
CARM1	601
CARNS1	331
CARS2	561
CARS	592
CARTPT	0
CASC1	118
CASC2	123
CASC3	2461
CASC4	4881
CASC5	489
CASD1	1407
CASKIN1	82
CASKIN2	490
CASK	2119
CASP10	453
CASP14	6
CASP1	173
CASP2	1212
CASP3	670
CASP4	864
CASP5	4
CASP6	921
CASP7	634
CASP8AP2	1738
CASP8	1377
CASP9	413
CASQ1	6
CASQ2	46
CASR	0
CASS4	113
CAST	4288
CASZ1	2238
CATSPER1	3
CATSPER2P1	268
CATSPER2	292
CATSPER3	53
CATSPER4	0
CATSPERB	2452
CATSPERG	127
CAT	947
CAV1	503
CAV2	644
CAV3	0
MICU1	651
CBFA2T2	1841
CBFA2T3	88
CBFB	1168
CBLB	1857
CBLC	235
CBLL1	536
CBLN1	1
CBLN2	17
CBLN3	31
CBLN4	6
CBL	1120
CBR1	86
CBR3	416
CBR4	1808
CBS	46
CBWD1	3090
CBWD2	3487
CBWD3	10503
CBWD5	0
CBWD7	2285
CBX1	1407
CBX2	32
CBX3	1648
CBX4	424
CBX5	11645
CBX6	525
CBX7	568
CBX8	65
CBY1	371
CC2D1A	682
CC2D1B	1004
CC2D2A	783
CC2D2B	72
CCAR1	3138
CCBE1	73
CCBL1	536
CCBL2	260
ACKR2	687
SGF29	213
CCDC102A	64
CCDC102B	515
FAM187A	70
CFAP36	428
CCDC105	0
CCDC106	104
CCDC107	92
CFAP65	22
MCU	449
CCDC109B	283
CCDC110	141
PRIMPOL	398
CCDC112	231
CCDC113	706
CCDC114	70
CCDC115	200
CCDC116	3
CCDC117	1832
CFAP53	107
CCDC120	628
CCDC121	194
CCDC122	807
CEP89	734
CCDC124	275
CCDC125	5892
CCDC126	214
CCDC127	306
CCDC129	29
CCDC12	289
CCDC130	531
VPS50	1594
CCDC134	104
DRC7	10
CCDC136	52
CCDC137	404
CCDC138	88
CCDC13	166
CCDC140	0
CCDC141	146
CCDC142	1089
CCDC144A	884
CCDC144B	7619
CCDC144NL	12
CCDC146	1110
CFAP58	12
CCDC148	369
CCDC149	1951
CCDC14	3413
CCDC150	462
CCDC151	32
CCDC152	331
CCDC153	11
CCDC154	46
CCDC155	0
CCDC157	115
CCDC158	72
CCDC159	374
CCDC15	113
CCDC160	162
CCDC17	43
CCDC18	569
CFAP45	152
CEP85	707
CCDC22	286
SVBP	56
CCDC24	429
CCDC25	658
CCDC27	1
CCDC28A	226
CCDC28B	38
CCDC30	2085
CCDC33	5
CCDC34	84
CCDC36	237
CFAP100	8
CCDC38	5
CCDC39	370
CCDC3	1188
CCDC40	441
CEP83	1260
CFAP73	31
CCDC42	0
CCDC43	316
CEP95	1342
CEP112	570
CCDC47	2799
EFCC1	289
CCDC50	2910
CCDC51	162
SPICE1	5344
CCDC53	285
CCDC54	4
NSRP1	841
COA3	337
CCDC57	1165
CCDC58	320
CCDC59	249
CCDC60	7
CCDC61	145
CCDC62	184
CCDC63	0
CCDC64B	1106
CCDC64	364
CCDC65	64
CCDC66	1732
CCDC67	8
CCDC68	120
CCDC69	495
CCDC6	3463
CCDC70	0
CCDC71	276
TMA7	2049
CCDC73	113
CCDC74A	78
CCDC74B	62
GPATCH11	110
TRMT13	964
CCDC77	150
CCDC78	256
CCDC79	13
CCDC80	6322
CCDC81	29
CCDC82	351
CCDC83	188
CCDC84	253
CCDC85A	68
CCDC85B	181
CCDC85C	521
CCDC86	152
CCDC87	176
CCDC88A	1295
CCDC88B	492
CCDC88C	1660
CCDC89	11
CCDC8	146
MCUR1	341
CCDC90B	316
CCDC91	957
CCDC92	500
CCDC93	1046
CCDC94	113
CCDC96	67
CCDC97	449
SPDL1	247
CCDC9	583
CCHCR1	248
CCIN	1
CCKAR	0
CCKBR	1
CCK	0
CCL11	6
CCL13	11
CCL14	245
CCL15	0
CCL16	547
CCL17	1
CCL18	11
CCL19	1768
CCL1	0
CCL20	13
CCL21	429
CCL22	323
CCL23	13
CCL24	0
CCL25	0
CCL26	1
CCL27	0
CCL28	776
CCL2	442
CCL3L1	0
CCL3L3	36
CCL3	3
CCL4L2	6
CCL4	46
CCL5	376
CCL7	0
CCL8	9
CCM2	484
CCNA1	1
CCNA2	256
CCNB1IP1	575
CCNB1	409
CCNB2	113
CCNB3	13
CCNC	1845
CCND1	2928
CCND2	1740
CCND3	504
CCNDBP1	695
CCNE1	38
CCNE2	316
CCNF	303
CCNG1	2753
CCNG2	5389
CCNH	1451
CCNI2	27
CCNI	7536
CCNJL	80
CCNJ	206
CCNK	613
CCNL1	3829
CCNL2	4127
CCNO	419
CCNT1	749
CCNT2	3034
CCNYL1	625
CCNY	1062
CCPG1	2486
CCR10	4
CCR1	103
CCR2	26
CCR3	7
CCR4	28
CCR5	53
CCR6	509
CCR7	98
CCR8	6
CCR9	9
ACKR4	190
CCRL2	53
NOCT	685
CCS	1249
CCT2	2054
CCT3	6117
CCT4	2555
CCT5	3173
CCT6A	2772
CCT6B	172
CCT7	2050
CCT8L2	7
CCT8	2445
CD101	101
CD109	357
CD14	273
CD151	2761
CD160	241
CD163L1	45
CD163	2106
CD164L2	2
CD164	9705
CD177	3
CD180	35
CD19	46
CD1A	1
CD1B	0
CD1C	0
CD1D	72
CD1E	0
CD200R1L	0
CD200R1	41
CD200	362
CD207	21
CD209	246
CD226	44
CD22	83
CD244	6
CD247	22
CD248	106
CD24	21868
CD274	31
CD276	1043
CD27	27
CD28	175
CD2AP	4405
CD2BP2	1638
CD2	71
CD300A	97
CD300C	13
CD300E	3
CD300LB	2
CD300LD	10
CD300LF	17
CD300LG	161
CD302	2143
CD320	194
CD33	66
CD34	243
CD36	751
CD37	400
CD38	35
CD3D	10
CD3EAP	1064
CD3E	60
CD3G	226
CD40LG	32
CD40	201
CD44	19066
CD46	17981
CD47	3716
CD48	111
CD4	220
CD52	44
CD53	196
CD55	1399
CD58	232
CD59	14008
CD5L	0
CD5	98
CD63	3056
CD68	468
CD69	155
CD6	50
CD70	0
CD72	27
CD74	5861
CD79A	13
CD79B	59
CD7	33
CD80	20
CD81	5629
CD82	466
CD83	73
CD84	197
CD86	32
CD8A	113
CD8B	94
CD93	2647
CD96	129
ADGRE5	272
CD99L2	1176
CD99	1166
CD9	2361
CDADC1	278
CDAN1	716
CDA	8
CDC123	504
CDC14A	577
CDC14B	559
CDC16	1515
CDC20B	1705
CDC20	163
CDC23	1002
CDC25A	65
CDC25B	492
CDC25C	50
CDC26	333
CDC27	3377
CDC34	248
CDC37L1	533
CDC37	1108
CDC40	1150
CDC42BPA	5931
CDC42BPB	4114
CDC42BPG	302
CDC42EP1	545
CDC42EP2	137
CDC42EP3	828
CDC42EP4	2533
CDC42EP5	135
CDC42SE1	6197
CDC42SE2	1446
CDC42	6900
CDC45	40
CDC5L	1253
CDC6	211
CDC73	2966
CDC7	753
CDCA2	152
CDCA3	50
CDCA4	237
CDCA5	76
CDCA7L	177
CDCA7	67
CDCA8	134
CDCP1	2148
CDCP2	3
CDH10	8
CDH11	1543
CDH12	18
CDH13	88
CDH15	1
CDH16	0
CDH17	78
CDH18	3
CDH19	24
CDH1	666
CDH20	14
CDH22	11
CDH23	72
CDH24	85
CDH26	44
CDH2	24
CDH3	142
CDH4	6
CDH5	521
CDH6	43
CDH7	83
CDH8	0
CDH9	0
CDHR1	15
CDHR2	29
CDHR3	217
CDHR4	130
CDHR5	58
CDIPT	763
CDK10	506
CDK11A	1103
CDK11B	830
CDK12	2654
CDK13	4802
CDK14	788
CDK15	16
CDK16	1651
CDK17	2468
CDK18	38
CDK19	1121
CDK1	508
CDK20	152
CDK2AP1	799
CDK2AP2	1844
CDK2	459
TEN1-CDK3	117
CDK4	761
CDK5R1	66
CDK5R2	0
CDK5RAP1	667
CDK5RAP2	2680
CDK5RAP3	2678
CDK5	92
CDK6	1144
CDK7	568
CDK8	342
CDK9	909
CDKAL1	1140
CDKL1	125
CDKL2	5
CDKL3	477
CDKL4	82
CDKL5	316
CDKN1A	3164
CDKN1B	875
CDKN1C	70
CDKN2AIPNL	459
CDKN2AIP	438
CDKN2A	31
CDKN2B-AS1	251
CDKN2B	681
CDKN2C	229
CDKN2D	80
CDKN3	53
CDNF	26
CDO1	38
CDON	587
CDR1	623
CDR2L	573
CDR2	1339
CDRT15	0
CDRT1	74
CDRT4	428
CDS1	1393
CDS2	1083
CDSN	12
CDT1	272
CDV3	2734
CDX1	2
CDX2	0
CDX4	0
CDY1B	0
CDY1	0
CDY2B	0
CDYL2	471
CDYL	1262
CEACAM16	7
CEACAM19	63
CEACAM1	1884
CEACAM20	0
CEACAM21	15
CEACAM22P	323
CEACAM3	6
CEACAM4	5
